Deck A,Deck B,Different,Same,Jaccard,,
Dark Depths,Death's Shadow,123.6,13.31111111,0.097224477,"{""source"": ""Dark Depths"", ""target"": ""Death's Shadow"", ""value"":0.09722447654812315},","{""source"": ""Dark Depths"", ""target"": ""Death's Shadow"", ""value"":0.009452598840056548},"
Dark Depths,Delver (Other),118.6666667,15.77777778,0.117355372,"{""source"": ""Dark Depths"", ""target"": ""Delver (Other)"", ""value"":0.117355371889737},","{""source"": ""Dark Depths"", ""target"": ""Delver (Other)"", ""value"":0.013772283311378475},"
Dark Depths,Doomsday,132,9.111111112,0.064566929,"{""source"": ""Dark Depths"", ""target"": ""Doomsday"", ""value"":0.06456692914249611},","{""source"": ""Dark Depths"", ""target"": ""Doomsday"", ""value"":0.004168888338892113},"
Dark Depths,Dragon Stompy,146.5,1.944444445,0.013098802,"{""source"": ""Dark Depths"", ""target"": ""Dragon Stompy"", ""value"":0.013098802399432513},","{""source"": ""Dark Depths"", ""target"": ""Dragon Stompy"", ""value"":0.00017157862429937896},"
Dark Depths,Dredge,148,1.111111111,0.007451565,"{""source"": ""Dark Depths"", ""target"": ""Dredge"", ""value"":0.0074515648280742966},","{""source"": ""Dark Depths"", ""target"": ""Dredge"", ""value"":5.552581838699392e-05},"
Dark Depths,Eldrazi Aggro,141.9555556,4.133333333,0.028293277,"{""source"": ""Dark Depths"", ""target"": ""Eldrazi Aggro"", ""value"":0.028293276542432515},","{""source"": ""Dark Depths"", ""target"": ""Eldrazi Aggro"", ""value"":0.000800509497506562},"
Dark Depths,Elves,125.7777778,12.22222222,0.088566828,"{""source"": ""Dark Depths"", ""target"": ""Elves"", ""value"":0.08856682770546569},","{""source"": ""Dark Depths"", ""target"": ""Elves"", ""value"":0.007844082969809645},"
Dark Depths,Food Chain,113.5555556,18.33333333,0.139005897,"{""source"": ""Dark Depths"", ""target"": ""Food Chain"", ""value"":0.13900589722145337},","{""source"": ""Dark Depths"", ""target"": ""Food Chain"", ""value"":0.019322639462341258},"
Dark Depths,Goblins,143.1111111,3.555555555,0.024242424,"{""source"": ""Dark Depths"", ""target"": ""Goblins"", ""value"":0.024242424239242416},","{""source"": ""Dark Depths"", ""target"": ""Goblins"", ""value"":0.0005876951329954083},"
Dark Depths,Grixis Control,127.0277778,11.59722222,0.083658952,"{""source"": ""Dark Depths"", ""target"": ""Grixis Control"", ""value"":0.08365895200181046},","{""source"": ""Dark Depths"", ""target"": ""Grixis Control"", ""value"":0.006998820250041227},"
Dark Depths,Grixis Delver,133.1666667,8.527777777,0.060184278,"{""source"": ""Dark Depths"", ""target"": ""Grixis Delver"", ""value"":0.0601842775886028},","{""source"": ""Dark Depths"", ""target"": ""Grixis Delver"", ""value"":0.0036221472688619974},"
Dark Depths,Humans,141.7777778,4.222222222,0.02891933,"{""source"": ""Dark Depths"", ""target"": ""Humans"", ""value"":0.028919330288463534},","{""source"": ""Dark Depths"", ""target"": ""Humans"", ""value"":0.0008363276643332443},"
Dark Depths,Infect,123.1666667,13.77777778,0.100608519,"{""source"": ""Dark Depths"", ""target"": ""Infect"", ""value"":0.10060851927466476},","{""source"": ""Dark Depths"", ""target"": ""Infect"", ""value"":0.01012207415064059},"
Dark Depths,Junk,97.55555555,26.33333333,0.212556054,"{""source"": ""Dark Depths"", ""target"": ""Junk"", ""value"":0.21255605381564072},","{""source"": ""Dark Depths"", ""target"": ""Junk"", ""value"":0.04518007601367755},"
Dark Depths,Lands,104.8730159,22.74603175,0.178233831,"{""source"": ""Dark Depths"", ""target"": ""Lands"", ""value"":0.17823383084977867},","{""source"": ""Dark Depths"", ""target"": ""Lands"", ""value"":0.031767298459387514},"
Dark Depths,Legacy Landstill,144.8888889,2.666666667,0.018072289,"{""source"": ""Dark Depths"", ""target"": ""Legacy Landstill"", ""value"":0.018072289159443488},","{""source"": ""Dark Depths"", ""target"": ""Legacy Landstill"", ""value"":0.0003266076354625386},"
Dark Depths,LOAM,101,24.77777777,0.196996466,"{""source"": ""Dark Depths"", ""target"": ""LOAM"", ""value"":0.19699646640384438},","{""source"": ""Dark Depths"", ""target"": ""LOAM"", ""value"":0.03880760777560099},"
Dark Depths,Maverick,130.4444444,9.888888886,0.070467142,"{""source"": ""Dark Depths"", ""target"": ""Maverick"", ""value"":0.07046714170814126},","{""source"": ""Dark Depths"", ""target"": ""Maverick"", ""value"":0.004965618060515262},"
Dark Depths,Merfolk,144.3333333,2.944444444,0.019992456,"{""source"": ""Dark Depths"", ""target"": ""Merfolk"", ""value"":0.019992455674598068},","{""source"": ""Dark Depths"", ""target"": ""Merfolk"", ""value"":0.0003996982839007685},"
Dark Depths,MUD,147.1111111,1.555555555,0.010463378,"{""source"": ""Dark Depths"", ""target"": ""MUD"", ""value"":0.010463378172903805},","{""source"": ""Dark Depths"", ""target"": ""MUD"", ""value"":0.00010948228278919976},"
Dark Depths,Nic Fit,112.6666667,18.77777778,0.142857143,"{""source"": ""Dark Depths"", ""target"": ""Nic Fit"", ""value"":0.14285714286040335},","{""source"": ""Dark Depths"", ""target"": ""Nic Fit"", ""value"":0.02040816326623769},"
Dark Depths,Painter,145.5555556,2.333333333,0.015777611,"{""source"": ""Dark Depths"", ""target"": ""Painter"", ""value"":0.015777610817094074},","{""source"": ""Dark Depths"", ""target"": ""Painter"", ""value"":0.00024893300309568393},"
Dark Depths,Pikula,117.2222222,16.5,0.123390112,"{""source"": ""Dark Depths"", ""target"": ""Pikula"", ""value"":0.12339011216832431},","{""source"": ""Dark Depths"", ""target"": ""Pikula"", ""value"":0.015225119780911655},"
Dark Depths,Reanimator,128.2777778,11.05555556,0.079346093,"{""source"": ""Dark Depths"", ""target"": ""Reanimator"", ""value"":0.07934609252513775},","{""source"": ""Dark Depths"", ""target"": ""Reanimator"", ""value"":0.00629580239900772},"
Dark Depths,Slivers,146.6666667,1.777777778,0.011976048,"{""source"": ""Dark Depths"", ""target"": ""Slivers"", ""value"":0.011976047906047184},","{""source"": ""Dark Depths"", ""target"": ""Slivers"", ""value"":0.00014342572344793714},"
Dark Depths,Sneak & Show,141.7350427,4.282051283,0.029325685,"{""source"": ""Dark Depths"", ""target"": ""Sneak & Show"", ""value"":0.029325684858240712},","{""source"": ""Dark Depths"", ""target"": ""Sneak & Show"", ""value"":0.0008599957924048486},"
Dark Depths,Stoneblade,139.8444444,5.188888889,0.035777216,"{""source"": ""Dark Depths"", ""target"": ""Stoneblade"", ""value"":0.03577721596751345},","{""source"": ""Dark Depths"", ""target"": ""Stoneblade"", ""value"":0.0012800091823860996},"
Dark Depths,Storm,125.5555555,12.33333333,0.089443997,"{""source"": ""Dark Depths"", ""target"": ""Storm"", ""value"":0.08944399678674494},","{""source"": ""Dark Depths"", ""target"": ""Storm"", ""value"":0.00800022856118724},"
Dark Depths,UR Delver,141.9111111,4.155555555,0.028449719,"{""source"": ""Dark Depths"", ""target"": ""UR Delver"", ""value"":0.028449718542475917},","{""source"": ""Dark Depths"", ""target"": ""UR Delver"", ""value"":0.000809386485146098},"
Dark Depths,UWx Control,144.6875,2.798611111,0.018975421,"{""source"": ""Dark Depths"", ""target"": ""UWx Control"", ""value"":0.018975421414221365},","{""source"": ""Dark Depths"", ""target"": ""UWx Control"", ""value"":0.0003600666178472907},"
Dark Depths,Zombie Bombardment,121.5555556,14.33333333,0.105478332,"{""source"": ""Dark Depths"", ""target"": ""Zombie Bombardment"", ""value"":0.10547833197112978},","{""source"": ""Dark Depths"", ""target"": ""Zombie Bombardment"", ""value"":0.011125678515411859},"
Death and taxes,Death's Shadow,139,5.5,0.038062284,"{""source"": ""Death and taxes"", ""target"": ""Death's Shadow"", ""value"":0.038062283737024236},","{""source"": ""Death and taxes"", ""target"": ""Death's Shadow"", ""value"":0.0014487374432777397},"
Death and taxes,Delver (Other),135.4,7.3,0.051156272,"{""source"": ""Death and taxes"", ""target"": ""Delver (Other)"", ""value"":0.051156271899089015},","{""source"": ""Death and taxes"", ""target"": ""Delver (Other)"", ""value"":0.0026169641546135245},"
Death and taxes,Dragon Stompy,147.9666667,1.1,0.007379249,"{""source"": ""Death and taxes"", ""target"": ""Dragon Stompy"", ""value"":0.007379248658351431},","{""source"": ""Death and taxes"", ""target"": ""Dragon Stompy"", ""value"":5.4453310761781395e-05},"
Death and taxes,Eldrazi Aggro,134,8,0.056338028,"{""source"": ""Death and taxes"", ""target"": ""Eldrazi Aggro"", ""value"":0.05633802816901411},","{""source"": ""Death and taxes"", ""target"": ""Eldrazi Aggro"", ""value"":0.003173973417972627},"
Death and taxes,Elves,143.3333333,3.333333333,0.022727273,"{""source"": ""Death and taxes"", ""target"": ""Elves"", ""value"":0.0227272727247934},","{""source"": ""Death and taxes"", ""target"": ""Elves"", ""value"":0.000516528925507138},"
Death and taxes,Food Chain,142.8,3.6,0.024590164,"{""source"": ""Death and taxes"", ""target"": ""Food Chain"", ""value"":0.024590163934426243},","{""source"": ""Death and taxes"", ""target"": ""Food Chain"", ""value"":0.0006046761623219572},"
Death and taxes,Goblins,112.4,18.8,0.143292683,"{""source"": ""Death and taxes"", ""target"": ""Goblins"", ""value"":0.1432926829268293},","{""source"": ""Death and taxes"", ""target"": ""Goblins"", ""value"":0.02053279298036884},"
Death and taxes,Grixis Control,145.6,2.2,0.01488498,"{""source"": ""Death and taxes"", ""target"": ""Grixis Control"", ""value"":0.014884979702300415},","{""source"": ""Death and taxes"", ""target"": ""Grixis Control"", ""value"":0.00022156262073789535},"
Death and taxes,Grixis Delver,137.9,6.05,0.042028482,"{""source"": ""Death and taxes"", ""target"": ""Grixis Delver"", ""value"":0.0420284821118444},","{""source"": ""Death and taxes"", ""target"": ""Grixis Delver"", ""value"":0.0017663933086256248},"
Death and taxes,Humans,98.4,25.8,0.207729469,"{""source"": ""Death and taxes"", ""target"": ""Humans"", ""value"":0.20772946859903388},","{""source"": ""Death and taxes"", ""target"": ""Humans"", ""value"":0.043151532124437},"
Death and taxes,Infect,138.5,6,0.041522491,"{""source"": ""Death and taxes"", ""target"": ""Infect"", ""value"":0.041522491349480974},","{""source"": ""Death and taxes"", ""target"": ""Infect"", ""value"":0.0017241172878677223},"
Death and taxes,Junk,104.4,22.8,0.179245283,"{""source"": ""Death and taxes"", ""target"": ""Junk"", ""value"":0.179245283018868},","{""source"": ""Death and taxes"", ""target"": ""Junk"", ""value"":0.032128871484514085},"
Death and taxes,Lands,128.8,10.67142857,0.076513367,"{""source"": ""Death and taxes"", ""target"": ""Lands"", ""value"":0.07651336679677759},","{""source"": ""Death and taxes"", ""target"": ""Lands"", ""value"":0.005854295298578227},"
Death and taxes,Legacy Landstill,124.2,12.9,0.094091904,"{""source"": ""Death and taxes"", ""target"": ""Legacy Landstill"", ""value"":0.09409190371991252},","{""source"": ""Death and taxes"", ""target"": ""Legacy Landstill"", ""value"":0.008853286345637288},"
Death and taxes,LOAM,127.1333333,11.6,0.083613647,"{""source"": ""Death and taxes"", ""target"": ""LOAM"", ""value"":0.08361364728576277},","{""source"": ""Death and taxes"", ""target"": ""LOAM"", ""value"":0.006991242012427945},"
Death and taxes,Maverick,84.6,32.7,0.278772379,"{""source"": ""Death and taxes"", ""target"": ""Maverick"", ""value"":0.2787723785152287},","{""source"": ""Death and taxes"", ""target"": ""Maverick"", ""value"":0.07771403902303793},"
Death and taxes,Merfolk,131,9.5,0.067615658,"{""source"": ""Death and taxes"", ""target"": ""Merfolk"", ""value"":0.06761565836298936},","{""source"": ""Death and taxes"", ""target"": ""Merfolk"", ""value"":0.004571877255860493},"
Death and taxes,MUD,136.4,6.8,0.047486034,"{""source"": ""Death and taxes"", ""target"": ""MUD"", ""value"":0.04748603351955309},","{""source"": ""Death and taxes"", ""target"": ""MUD"", ""value"":0.0022549233794201197},"
Death and taxes,Nic Fit,137.2,6.4,0.044568245,"{""source"": ""Death and taxes"", ""target"": ""Nic Fit"", ""value"":0.0445682451269},","{""source"": ""Death and taxes"", ""target"": ""Nic Fit"", ""value"":0.0019863284736914453},"
Death and taxes,Painter,146.8,1.6,0.010781671,"{""source"": ""Death and taxes"", ""target"": ""Painter"", ""value"":0.010781671159029654},","{""source"": ""Death and taxes"", ""target"": ""Painter"", ""value"":0.00011624443298145183},"
Death and taxes,Pikula,100.8,24.6,0.196172249,"{""source"": ""Death and taxes"", ""target"": ""Pikula"", ""value"":0.19617224880382783},","{""source"": ""Death and taxes"", ""target"": ""Pikula"", ""value"":0.03848355120075093},"
Death and taxes,Reanimator,146.7,1.733333334,0.011677521,"{""source"": ""Death and taxes"", ""target"": ""Reanimator"", ""value"":0.011677520777030503},","{""source"": ""Death and taxes"", ""target"": ""Reanimator"", ""value"":0.00013636449149797907},"
Death and taxes,Slivers,132.6,8.7,0.061571125,"{""source"": ""Death and taxes"", ""target"": ""Slivers"", ""value"":0.06157112526539281},","{""source"": ""Death and taxes"", ""target"": ""Slivers"", ""value"":0.0037910034664466927},"
Death and taxes,Sneak & Show,147.0307692,1.523076923,0.010252693,"{""source"": ""Death and taxes"", ""target"": ""Sneak & Show"", ""value"":0.010252692625610828},","{""source"": ""Death and taxes"", ""target"": ""Sneak & Show"", ""value"":0.00010511770607525465},"
Death and taxes,Stoneblade,106.6,21.7,0.16913484,"{""source"": ""Death and taxes"", ""target"": ""Stoneblade"", ""value"":0.1691348402182386},","{""source"": ""Death and taxes"", ""target"": ""Stoneblade"", ""value"":0.028606594175649102},"
Death and taxes,UR Delver,138.4,5.8,0.040221914,"{""source"": ""Death and taxes"", ""target"": ""UR Delver"", ""value"":0.04022191400832178},","{""source"": ""Death and taxes"", ""target"": ""UR Delver"", ""value"":0.0016178023664928317},"
Death and taxes,UWx Control,124.7875,12.6375,0.091959251,"{""source"": ""Death and taxes"", ""target"": ""UWx Control"", ""value"":0.0919592505002729},","{""source"": ""Death and taxes"", ""target"": ""UWx Control"", ""value"":0.008456503752571941},"
Death and taxes,Zombie Bombardment,146,2,0.013513514,"{""source"": ""Death and taxes"", ""target"": ""Zombie Bombardment"", ""value"":0.013513513513513518},","{""source"": ""Death and taxes"", ""target"": ""Zombie Bombardment"", ""value"":0.00018261504747991246},"
Death's Shadow,Delver (Other),59.2,45.4,0.434034417,"{""source"": ""Death's Shadow"", ""target"": ""Delver (Other)"", ""value"":0.4340344168260041},","{""source"": ""Death's Shadow"", ""target"": ""Delver (Other)"", ""value"":0.18838587498948944},"
Death's Shadow,Doomsday,102,24,0.19047619,"{""source"": ""Death's Shadow"", ""target"": ""Doomsday"", ""value"":0.19047619047619055},","{""source"": ""Death's Shadow"", ""target"": ""Doomsday"", ""value"":0.036281179138322024},"
Death's Shadow,Dredge,136.4,6.8,0.047486034,"{""source"": ""Death's Shadow"", ""target"": ""Dredge"", ""value"":0.04748603351955309},","{""source"": ""Death's Shadow"", ""target"": ""Dredge"", ""value"":0.0022549233794201197},"
Death's Shadow,Eldrazi Aggro,141.2,4.4,0.03021978,"{""source"": ""Death's Shadow"", ""target"": ""Eldrazi Aggro"", ""value"":0.030219780219780234},","{""source"": ""Death's Shadow"", ""target"": ""Eldrazi Aggro"", ""value"":0.0009132351165318206},"
Death's Shadow,Elves,139.4666667,5.266666667,0.036388761,"{""source"": ""Death's Shadow"", ""target"": ""Elves"", ""value"":0.03638876094179463},","{""source"": ""Death's Shadow"", ""target"": ""Elves"", ""value"":0.0013241419228790783},"
Death's Shadow,Food Chain,97.2,26.4,0.213592233,"{""source"": ""Death's Shadow"", ""target"": ""Food Chain"", ""value"":0.21359223300970873},","{""source"": ""Death's Shadow"", ""target"": ""Food Chain"", ""value"":0.045621642002073706},"
Death's Shadow,Goblins,138.6,5.7,0.03950104,"{""source"": ""Death's Shadow"", ""target"": ""Goblins"", ""value"":0.03950103950103952},","{""source"": ""Death's Shadow"", ""target"": ""Goblins"", ""value"":0.0015603321216626843},"
Death's Shadow,Grixis Control,79.45,35.275,0.307474395,"{""source"": ""Death's Shadow"", ""target"": ""Grixis Control"", ""value"":0.30747439529309234},","{""source"": ""Death's Shadow"", ""target"": ""Grixis Control"", ""value"":0.09454050376085281},"
Death's Shadow,Grixis Delver,66,42,0.388888889,"{""source"": ""Death's Shadow"", ""target"": ""Grixis Delver"", ""value"":0.38888888888888895},","{""source"": ""Death's Shadow"", ""target"": ""Grixis Delver"", ""value"":0.15123456790123463},"
Death's Shadow,Humans,136.4,6.8,0.047486034,"{""source"": ""Death's Shadow"", ""target"": ""Humans"", ""value"":0.047486033519553085},","{""source"": ""Death's Shadow"", ""target"": ""Humans"", ""value"":0.0022549233794201193},"
Death's Shadow,Infect,108.5,21,0.162162162,"{""source"": ""Death's Shadow"", ""target"": ""Infect"", ""value"":0.1621621621621622},","{""source"": ""Death's Shadow"", ""target"": ""Infect"", ""value"":0.02629656683710739},"
Death's Shadow,Junk,118.8,15.6,0.116071429,"{""source"": ""Death's Shadow"", ""target"": ""Junk"", ""value"":0.11607142857142858},","{""source"": ""Death's Shadow"", ""target"": ""Junk"", ""value"":0.013472576530612245},"
Death's Shadow,Lands,141.7428571,4.2,0.028778387,"{""source"": ""Death's Shadow"", ""target"": ""Lands"", ""value"":0.02877838684394066},","{""source"": ""Death's Shadow"", ""target"": ""Lands"", ""value"":0.0008281955493394968},"
Death's Shadow,Legacy Landstill,117.6,16.2,0.121076233,"{""source"": ""Death's Shadow"", ""target"": ""Legacy Landstill"", ""value"":0.12107623318385656},","{""source"": ""Death's Shadow"", ""target"": ""Legacy Landstill"", ""value"":0.014659454241991608},"
Death's Shadow,LOAM,134.6,7.866666666,0.055217595,"{""source"": ""Death's Shadow"", ""target"": ""LOAM"", ""value"":0.055217594754586895},","{""source"": ""Death's Shadow"", ""target"": ""LOAM"", ""value"":0.003048982770481782},"
