0,1,2,3,4,,,,,,,,
Pikula,Storm,169.87,15.5,0.083616551,6.271241301,0.020904138,"{""source"": ""Pikula"", ""target"": ""Storm"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Pikula"", ""target"": ""Storm"", ""value"": 0.02090413775},"
4-c Control,LOAM,152.17,13.83,0.083313253,6.248493976,0.020828313,"{""source"": ""4-c Control"", ""target"": ""LOAM"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""4-c Control"", ""target"": ""LOAM"", ""value"": 0.02082831325},"
Legacy Landstill,Painter,124,11,0.081481481,6.111111111,0.02037037,"{""source"": ""Legacy Landstill"", ""target"": ""Painter"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""Painter"", ""value"": 0.02037037025},"
Canadian Threshold,Lands,176.26,15.57,0.081165615,6.087421154,0.020291404,"{""source"": ""Canadian Threshold"", ""target"": ""Lands"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Lands"", ""value"": 0.02029140375},"
Death and taxes,Eldrazi Aggro,227.82,20.08,0.081000403,6.075030254,0.020250101,"{""source"": ""Death and taxes"", ""target"": ""Eldrazi Aggro"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Eldrazi Aggro"", ""value"": 0.02025010075},"
Dredge,Zombie Bombardment,160,14,0.08045977,6.034482759,0.020114943,"{""source"": ""Dredge"", ""target"": ""Zombie Bombardment"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dredge"", ""target"": ""Zombie Bombardment"", ""value"": 0.0201149425},"
Lands,Nic Fit,183.01,16,0.08039797,6.029847746,0.020099493,"{""source"": ""Lands"", ""target"": ""Nic Fit"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Nic Fit"", ""value"": 0.0200994925},"
Belcher,Doomsday,126,11,0.080291971,6.02189781,0.020072993,"{""source"": ""Belcher"", ""target"": ""Doomsday"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Doomsday"", ""value"": 0.02007299275},"
Grixis Control,Merfolk,184.07,15.96,0.079788032,5.984102385,0.019947008,"{""source"": ""Grixis Control"", ""target"": ""Merfolk"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""Merfolk"", ""value"": 0.019947008},"
Junk,Reanimator,186.96,16.2,0.079740106,5.980507974,0.019935027,"{""source"": ""Junk"", ""target"": ""Reanimator"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""Reanimator"", ""value"": 0.0199350265},"
Grixis Delver,Reanimator,208.59,18.05,0.079641723,5.973129192,0.019910431,"{""source"": ""Grixis Delver"", ""target"": ""Reanimator"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Reanimator"", ""value"": 0.01991043075},"
Bomberman,Slivers,128,11,0.079136691,5.935251799,0.019784173,"{""source"": ""Bomberman"", ""target"": ""Slivers"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Slivers"", ""value"": 0.01978417275},"
Food Chain,Pikula,151.5,13,0.079027356,5.927051672,0.019756839,"{""source"": ""Food Chain"", ""target"": ""Pikula"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""Pikula"", ""value"": 0.019756839},"
Arclight Phoenix,Nic Fit,239.64,20.5,0.078803721,5.91027908,0.01970093,"{""source"": ""Arclight Phoenix"", ""target"": ""Nic Fit"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Nic Fit"", ""value"": 0.01970093025},"
Grixis Control,Junk,178.68,15.24,0.078589109,5.894183168,0.019647277,"{""source"": ""Grixis Control"", ""target"": ""Junk"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""Junk"", ""value"": 0.01964727725},"
Goblins,LOAM,172.84,14.33,0.076561415,5.742106107,0.019140354,"{""source"": ""Goblins"", ""target"": ""LOAM"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""LOAM"", ""value"": 0.01914035375},"
Goblins,UR Delver,180.52,14.9,0.076246034,5.718452564,0.019061509,"{""source"": ""Goblins"", ""target"": ""UR Delver"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""UR Delver"", ""value"": 0.0190615085},"
Dark Depths,Doomsday,163.68,13.5,0.076193701,5.714527599,0.019048425,"{""source"": ""Dark Depths"", ""target"": ""Doomsday"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Doomsday"", ""value"": 0.01904842525},"
Grixis Delver,Painter,147.19,12.07,0.07578802,5.684101469,0.018947005,"{""source"": ""Grixis Delver"", ""target"": ""Painter"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Painter"", ""value"": 0.018947005},"
Eldrazi Aggro,Slivers,166.64,13.58,0.075352347,5.651426035,0.018838087,"{""source"": ""Eldrazi Aggro"", ""target"": ""Slivers"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Slivers"", ""value"": 0.01883808675},"
Food Chain,Merfolk,141.33,11.5,0.075247006,5.643525486,0.018811752,"{""source"": ""Food Chain"", ""target"": ""Merfolk"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""Merfolk"", ""value"": 0.0188117515},"
Goblins,MUD,166.34,13.5,0.075066726,5.630004448,0.018766682,"{""source"": ""Goblins"", ""target"": ""MUD"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""MUD"", ""value"": 0.0187666815},"
Death's Shadow,LOAM,184.68,14.83,0.074332114,5.574908526,0.018583029,"{""source"": ""Death's Shadow"", ""target"": ""LOAM"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""LOAM"", ""value"": 0.0185830285},"
Humans,Pikula,143.5,11.5,0.074193548,5.564516129,0.018548387,"{""source"": ""Humans"", ""target"": ""Pikula"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Pikula"", ""value"": 0.018548387},"
Antiquities War,BUG Midrange,143.83,11.5,0.074035924,5.552694264,0.018508981,"{""source"": ""Antiquities War"", ""target"": ""BUG Midrange"", ""value"": 6},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""BUG Midrange"", ""value"": 0.018508981},"
Burn,Grixis Delver,174.86,13.83,0.073294822,5.497111665,0.018323706,"{""source"": ""Burn"", ""target"": ""Grixis Delver"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Burn"", ""target"": ""Grixis Delver"", ""value"": 0.0183237055},"
Humans,Junk,126.5,10,0.073260073,5.494505495,0.018315018,"{""source"": ""Humans"", ""target"": ""Junk"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Junk"", ""value"": 0.01831501825},"
Legacy Landstill,Maverick,143.34,11.33,0.073252732,5.493954872,0.018313183,"{""source"": ""Legacy Landstill"", ""target"": ""Maverick"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""Maverick"", ""value"": 0.018313183},"
Bomberman,Goblins,152.5,12,0.072948328,5.47112462,0.018237082,"{""source"": ""Bomberman"", ""target"": ""Goblins"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""Goblins"", ""value"": 0.018237082},"
Infect,Pikula,171.67,13.5,0.072905978,5.467948372,0.018226495,"{""source"": ""Infect"", ""target"": ""Pikula"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Pikula"", ""value"": 0.0182264945},"
Food Chain,LOAM,159,12.5,0.072886297,5.466472303,0.018221574,"{""source"": ""Food Chain"", ""target"": ""LOAM"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""LOAM"", ""value"": 0.01822157425},"
Grixis Control,Nic Fit,215.17,16.86,0.072663018,5.449726328,0.018165755,"{""source"": ""Grixis Control"", ""target"": ""Nic Fit"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""Nic Fit"", ""value"": 0.0181657545},"
Nic Fit,Storm,190.74,14.93,0.072592016,5.444401225,0.018148004,"{""source"": ""Nic Fit"", ""target"": ""Storm"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Nic Fit"", ""target"": ""Storm"", ""value"": 0.018148004},"
Infect,Lands,178.95,14,0.072557657,5.441824307,0.018139414,"{""source"": ""Infect"", ""target"": ""Lands"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Lands"", ""value"": 0.01813941425},"
Dark Depths,Sneak & Show,229.61,17.88,0.072245343,5.418400743,0.018061336,"{""source"": ""Dark Depths"", ""target"": ""Sneak & Show"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Sneak & Show"", ""value"": 0.01806133575},"
Elves,Food Chain,159.82,12.34,0.071677509,5.375813197,0.017919377,"{""source"": ""Elves"", ""target"": ""Food Chain"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Elves"", ""target"": ""Food Chain"", ""value"": 0.01791937725},"
BUG Midrange,Elves,166.65,12.84,0.071536019,5.365201404,0.017884005,"{""source"": ""BUG Midrange"", ""target"": ""Elves"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Elves"", ""value"": 0.01788400475},"
Death and taxes,Delver (Other),215.39,16.56,0.071394697,5.354602285,0.017848674,"{""source"": ""Death and taxes"", ""target"": ""Delver (Other)"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Delver (Other)"", ""value"": 0.01784867425},"
Lands,Pikula,169.28,13,0.07131885,5.348913759,0.017829713,"{""source"": ""Lands"", ""target"": ""Pikula"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Pikula"", ""value"": 0.0178297125},"
Death and taxes,Legacy Landstill,193.46,14.61,0.070216754,5.266256548,0.017554189,"{""source"": ""Death and taxes"", ""target"": ""Legacy Landstill"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Legacy Landstill"", ""value"": 0.0175541885},"
Nic Fit,Stoneblade,203.07,15.29,0.070021982,5.251648654,0.017505496,"{""source"": ""Nic Fit"", ""target"": ""Stoneblade"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Nic Fit"", ""target"": ""Stoneblade"", ""value"": 0.0175054955},"
Eldrazi Aggro,Merfolk,173.13,13,0.069843658,5.238274324,0.017460915,"{""source"": ""Eldrazi Aggro"", ""target"": ""Merfolk"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""Merfolk"", ""value"": 0.0174609145},"
Goblins,Grixis Delver,174.33,13,0.069396253,5.204718945,0.017349063,"{""source"": ""Goblins"", ""target"": ""Grixis Delver"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Grixis Delver"", ""value"": 0.01734906325},"
Grixis Delver,Lands,174.61,13,0.069292682,5.196951122,0.017323171,"{""source"": ""Grixis Delver"", ""target"": ""Lands"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Lands"", ""value"": 0.0173231705},"
Death and taxes,Merfolk,199.85,14.83,0.06907956,5.180967021,0.01726989,"{""source"": ""Death and taxes"", ""target"": ""Merfolk"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Merfolk"", ""value"": 0.01726989},"
Infect,Zombie Bombardment,155.67,11.5,0.068792247,5.159418556,0.017198062,"{""source"": ""Infect"", ""target"": ""Zombie Bombardment"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Zombie Bombardment"", ""value"": 0.01719806175},"
Goblins,Pikula,170,12.5,0.068493151,5.136986301,0.017123288,"{""source"": ""Goblins"", ""target"": ""Pikula"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Pikula"", ""value"": 0.01712328775},"
Goblins,Lands,177.28,13,0.06832037,5.124027749,0.017080093,"{""source"": ""Goblins"", ""target"": ""Lands"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Goblins"", ""target"": ""Lands"", ""value"": 0.0170800925},"
BUG Midrange,Painter,143.33,10.5,0.068257167,5.119287525,0.017064292,"{""source"": ""BUG Midrange"", ""target"": ""Painter"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Painter"", ""value"": 0.01706429175},"
BUG Midrange,Merfolk,150.16,11,0.06825515,5.119136262,0.017063788,"{""source"": ""BUG Midrange"", ""target"": ""Merfolk"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Merfolk"", ""value"": 0.0170637875},"
Death and taxes,MUD,210.36,15.33,0.06792503,5.094377243,0.016981258,"{""source"": ""Death and taxes"", ""target"": ""MUD"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""MUD"", ""value"": 0.0169812575},"
Pikula,Sneak & Show,212.33,15.43,0.067746751,5.081006322,0.016936688,"{""source"": ""Pikula"", ""target"": ""Sneak & Show"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Pikula"", ""target"": ""Sneak & Show"", ""value"": 0.01693668775},"
Death's Shadow,Merfolk,170.01,12.33,0.067620928,5.071569595,0.016905232,"{""source"": ""Death's Shadow"", ""target"": ""Merfolk"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Merfolk"", ""value"": 0.016905232},"
Lands,Reanimator,216.5,15.57,0.067091826,5.031886931,0.016772957,"{""source"": ""Lands"", ""target"": ""Reanimator"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Lands"", ""target"": ""Reanimator"", ""value"": 0.0167729565},"
Delver (Other),Maverick,167.83,12,0.066729689,5.004726686,0.016682422,"{""source"": ""Delver (Other)"", ""target"": ""Maverick"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Delver (Other)"", ""target"": ""Maverick"", ""value"": 0.01668242225},"
Nic Fit,Sneak & Show,230.06,16.43,0.066655848,4.999188608,0.016663962,"{""source"": ""Nic Fit"", ""target"": ""Sneak & Show"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Nic Fit"", ""target"": ""Sneak & Show"", ""value"": 0.016663962},"
Eldrazi Aggro,LOAM,191.46,13.67,0.066640667,4.998050017,0.016660167,"{""source"": ""Eldrazi Aggro"", ""target"": ""LOAM"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Eldrazi Aggro"", ""target"": ""LOAM"", ""value"": 0.01666016675},"
Dragon Stompy,Painter,140.63,10,0.066387838,4.979087831,0.01659696,"{""source"": ""Dragon Stompy"", ""target"": ""Painter"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dragon Stompy"", ""target"": ""Painter"", ""value"": 0.0165969595},"
Antiquities War,Sneak & Show,196.77,13.96,0.066245907,4.968443031,0.016561477,"{""source"": ""Antiquities War"", ""target"": ""Sneak & Show"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Sneak & Show"", ""value"": 0.01656147675},"
Belcher,Dragon Stompy,141.13,10,0.0661682,4.962614967,0.01654205,"{""source"": ""Belcher"", ""target"": ""Dragon Stompy"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Dragon Stompy"", ""value"": 0.01654205},"
Dark Depths,Stoneblade,207.02,14.54,0.065625564,4.921917314,0.016406391,"{""source"": ""Dark Depths"", ""target"": ""Stoneblade"", ""value"": 5},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Stoneblade"", ""value"": 0.016406391},"
